"","Organisation","Indv","StartDate","EndDate","FedStart","FedEnd","Year","YearsExp"
"64144","University of Wisconsin-Madison","Charles R Nelson",1968,1969,1990,2004,1999,1
"64145","University of Wisconsin-Madison","Charles R Nelson",1968,1969,1990,2004,2000,1
"64146","University of Wisconsin-Madison","Charles R Nelson",1968,1969,1990,2004,2001,1
"64147","University of Wisconsin-Madison","Charles R Nelson",1968,1969,1990,2004,2002,1
"64148","University of Wisconsin-Madison","Charles R Nelson",1968,1969,1990,2004,2003,1
"64149","University of Wisconsin-Madison","Charles R Nelson",1968,1969,1990,2004,2004,1
"64159","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,1997,4
"64160","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,1998,4
"64161","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,1999,4
"64162","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2000,4
"64163","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2001,4
"64164","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2002,4
"64165","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2003,4
"64166","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2004,4
"64167","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2005,4
"64168","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2006,4
"64169","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2007,4
"64170","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2008,4
"64171","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2009,4
"64172","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2010,4
"64173","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2011,4
"64174","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2012,4
"64175","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,1989,2013,2013,4
"64192","University of Wisconsin-Madison","Doctor Albert M Teplin",1963,1967,2013,2013,2013,4
"64226","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,2013,2013,2013,5
"64228","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,1998,0
"64229","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,1999,0
"64230","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2000,0
"64231","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2001,0
"64232","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2002,0
"64233","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2003,0
"64234","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2004,0
"64235","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2005,0
"64236","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2006,0
"64237","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2007,0
"64238","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2008,0
"64239","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2009,1
"64240","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2010,2
"64241","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2011,3
"64242","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2012,4
"64243","University of Wisconsin School of Business","Doctor Morris A Davis",2008,2013,1998,2013,2013,5
"64379","Urban League of Kansas","Alvis Lee Williams",2007,2010,2013,2013,2013,3
"64396","Urban League of Kansas","Alvis Lee Williams",2010,2011,2013,2013,2013,1
"64413","Urban League of Kansas","Alvis Lee Williams",2011,2012,2013,2013,2013,1
"64500","US BANCORP (First Bank System Inc prior to 08/1997)","Richard A Zona",1989,1991,1998,1999,1998,2
"64501","US BANCORP (First Bank System Inc prior to 08/1997)","Richard A Zona",1989,1991,1998,1999,1999,2
"64517","US BANCORP (First Bank System Inc prior to 08/1997)","Richard A Zona",1991,1996,1998,1999,1998,5
"64518","US BANCORP (First Bank System Inc prior to 08/1997)","Richard A Zona",1991,1996,1998,1999,1999,5
"64534","US BANCORP (First Bank System Inc prior to 08/1997)","Richard A Zona",1996,2000,1998,1999,1998,2
"64535","US BANCORP (First Bank System Inc prior to 08/1997)","Richard A Zona",1996,2000,1998,1999,1999,3
"64554","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1966,1969,2001,2006,2001,3
"64555","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1966,1969,2001,2006,2002,3
"64556","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1966,1969,2001,2006,2003,3
"64557","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1966,1969,2001,2006,2004,3
"64558","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1966,1969,2001,2006,2005,3
"64559","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1966,1969,2001,2006,2006,3
"64571","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1969,1970,2001,2006,2001,1
"64572","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1969,1970,2001,2006,2002,1
"64573","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1969,1970,2001,2006,2003,1
"64574","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1969,1970,2001,2006,2004,1
"64575","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1969,1970,2001,2006,2005,1
"64576","US BANCORP (First Bank System Inc prior to 08/1997)","Mark W Olson",1969,1970,2001,2006,2006,1
"64623","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2002,2005,2002,3
"64624","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2002,2005,2003,3
"64625","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2002,2005,2004,3
"64626","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2002,2005,2005,3
"64636","US Census Bureau","Doctor Plutarchos K Sakellaris",1999,2013,1998,1999,1998,0
"64637","US Census Bureau","Doctor Plutarchos K Sakellaris",1999,2013,1998,1999,1999,0
"64654","US Census Bureau","Doctor Plutarchos K Sakellaris",1999,2013,1999,2000,1999,0
"64655","US Census Bureau","Doctor Plutarchos K Sakellaris",1999,2013,1999,2000,2000,1
"64678","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2006,2013,2006,3
"64679","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2006,2013,2007,3
"64680","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2006,2013,2008,3
"64681","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2006,2013,2009,3
"64682","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2006,2013,2010,3
"64683","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2006,2013,2011,3
"64684","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2006,2013,2012,3
"64685","US Census Bureau","Doctor Ben S Bernanke",1986,1989,2006,2013,2013,3
"64746","US Court of Appeals","Doctor John Edward Sexton",1979,1980,2006,2006,2006,1
"64873","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,1997,0
"64874","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,1998,0
"64875","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,1999,0
"64876","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2000,0
"64877","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2001,0
"64878","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2002,0
"64879","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2003,0
"64880","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2004,0
"64881","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2005,0
"64882","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2006,0
"64883","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2007,0
"64884","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2008,0
"64885","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2009,0
"64886","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2010,0
"64887","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2011,0
"64888","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2012,0
"64889","US Department of Commerce","Doctor Albert M Teplin",2013,2013,1989,2013,2013,0
"64906","US Department of Commerce","Doctor Albert M Teplin",2013,2013,2013,2013,2013,0
"65060","US Department of Health and Human Services (HSS)","Professor, Dr Alice Mitchell Rivlin",1966,1968,1996,1999,1997,2
"65061","US Department of Health and Human Services (HSS)","Professor, Dr Alice Mitchell Rivlin",1966,1968,1996,1999,1998,2
"65062","US Department of Health and Human Services (HSS)","Professor, Dr Alice Mitchell Rivlin",1966,1968,1996,1999,1999,2
"65077","US Department of Health and Human Services (HSS)","Professor, Dr Alice Mitchell Rivlin",1968,1969,1996,1999,1997,1
"65078","US Department of Health and Human Services (HSS)","Professor, Dr Alice Mitchell Rivlin",1968,1969,1996,1999,1998,1
"65079","US Department of Health and Human Services (HSS)","Professor, Dr Alice Mitchell Rivlin",1968,1969,1996,1999,1999,1
"65111","US Department of Housing and Urban Development","Steven (Steve) O App",1992,1996,1989,1997,1997,4
"65377","US US Department of Labor","Professor, Dr Lisa M Lynch",1999,2000,2008,2009,2008,1
"65378","US US Department of Labor","Professor, Dr Lisa M Lynch",1999,2000,2008,2009,2009,1
"65394","US US Department of Labor","Professor, Dr Lisa M Lynch",1993,1995,2008,2009,2008,2
"65395","US US Department of Labor","Professor, Dr Lisa M Lynch",1993,1995,2008,2009,2009,2
"65411","US US Department of Labor","Professor, Dr Lisa M Lynch",1995,1997,2008,2009,2008,2
"65412","US US Department of Labor","Professor, Dr Lisa M Lynch",1995,1997,2008,2009,2009,2
"65553","US Department of the Treasury","Steven (Steve) O App",1996,2002,1989,1997,1997,1
"65571","US Department of the Treasury","Marvin J Barth",2006,2013,1998,2001,1998,0
"65572","US Department of the Treasury","Marvin J Barth",2006,2013,1998,2001,1999,0
"65573","US Department of the Treasury","Marvin J Barth",2006,2013,1998,2001,2000,0
"65574","US Department of the Treasury","Marvin J Barth",2006,2013,1998,2001,2001,0
"65592","US Department of the Treasury","Marvin J Barth",2006,2013,2002,2003,2002,0
"65593","US Department of the Treasury","Marvin J Barth",2006,2013,2002,2003,2003,0
"65710","US Department of the Treasury","Mark W Olson",1991,1992,2001,2006,2001,1
"65711","US Department of the Treasury","Mark W Olson",1991,1992,2001,2006,2002,1
"65712","US Department of the Treasury","Mark W Olson",1991,1992,2001,2006,2003,1
"65713","US Department of the Treasury","Mark W Olson",1991,1992,2001,2006,2004,1
"65714","US Department of the Treasury","Mark W Olson",1991,1992,2001,2006,2005,1
"65715","US Department of the Treasury","Mark W Olson",1991,1992,2001,2006,2006,1
"65738","US Department of the Treasury","Jerome (Jay) H Powell",1990,1991,2012,2013,2012,1
"65739","US Department of the Treasury","Jerome (Jay) H Powell",1990,1991,2012,2013,2013,1
"65755","US Department of the Treasury","Jerome (Jay) H Powell",1991,1993,2012,2013,2012,2
"65756","US Department of the Treasury","Jerome (Jay) H Powell",1991,1993,2012,2013,2013,2
"65927","US Executive Office of the President (White House)","Spencer D Krane",1991,1992,1993,1997,1997,1
"65945","US Executive Office of the President (White House)","Spencer D Krane",1991,1992,1998,2001,1998,1
"65946","US Executive Office of the President (White House)","Spencer D Krane",1991,1992,1998,2001,1999,1
"65947","US Executive Office of the President (White House)","Spencer D Krane",1991,1992,1998,2001,2000,1
"65948","US Executive Office of the President (White House)","Spencer D Krane",1991,1992,1998,2001,2001,1
"65995","US Executive Office of the President (White House)","Professor, Dr Alice Mitchell Rivlin",1993,1994,1996,1999,1997,1
"65996","US Executive Office of the President (White House)","Professor, Dr Alice Mitchell Rivlin",1993,1994,1996,1999,1998,1
"65997","US Executive Office of the President (White House)","Professor, Dr Alice Mitchell Rivlin",1993,1994,1996,1999,1999,1
"66012","US Executive Office of the President (White House)","Professor, Dr Alice Mitchell Rivlin",1994,1996,1996,1999,1997,2
"66013","US Executive Office of the President (White House)","Professor, Dr Alice Mitchell Rivlin",1994,1996,1996,1999,1998,2
"66014","US Executive Office of the President (White House)","Professor, Dr Alice Mitchell Rivlin",1994,1996,1996,1999,1999,2
"66029","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,1997,1999,1997,0
"66030","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,1997,1999,1998,0
"66031","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,1997,1999,1999,0
"66048","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,1999,2001,1999,0
"66049","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,1999,2001,2000,0
"66050","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,1999,2001,2001,0
"66068","US Executive Office of the President (White House)","Professor, Dr Martin (Marty) Stuart Feldstein",1982,1984,2002,2003,2002,2
"66069","US Executive Office of the President (White House)","Professor, Dr Martin (Marty) Stuart Feldstein",1982,1984,2002,2003,2003,2
"66085","US Executive Office of the President (White House)","Professor, Dr Martin (Marty) Stuart Feldstein",2009,2011,2002,2003,2002,0
"66086","US Executive Office of the President (White House)","Professor, Dr Martin (Marty) Stuart Feldstein",2009,2011,2002,2003,2003,0
"66101","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,2001,2006,2001,0
"66102","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,2001,2006,2002,0
"66103","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,2001,2006,2003,0
"66104","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,2001,2006,2004,0
"66105","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,2001,2006,2005,0
"66106","US Executive Office of the President (White House)","Doctor Roger Walton Ferguson Jr",2006,2011,2001,2006,2006,0
"66114","US Financial Diaries","Doctor Karen Dynan",2011,2013,1992,1998,1997,0
"66115","US Financial Diaries","Doctor Karen Dynan",2011,2013,1992,1998,1998,0
"66132","US Financial Diaries","Doctor Karen Dynan",2011,2013,1998,2000,1998,0
"66133","US Financial Diaries","Doctor Karen Dynan",2011,2013,1998,2000,1999,0
"66134","US Financial Diaries","Doctor Karen Dynan",2011,2013,1998,2000,2000,0
"66151","US Financial Diaries","Doctor Karen Dynan",2011,2013,2000,2004,2000,0
"66152","US Financial Diaries","Doctor Karen Dynan",2011,2013,2000,2004,2001,0
"66153","US Financial Diaries","Doctor Karen Dynan",2011,2013,2000,2004,2002,0
"66154","US Financial Diaries","Doctor Karen Dynan",2011,2013,2000,2004,2003,0
"66155","US Financial Diaries","Doctor Karen Dynan",2011,2013,2000,2004,2004,0
"66172","US Financial Diaries","Doctor Karen Dynan",2011,2013,2004,2007,2004,0
"66173","US Financial Diaries","Doctor Karen Dynan",2011,2013,2004,2007,2005,0
"66174","US Financial Diaries","Doctor Karen Dynan",2011,2013,2004,2007,2006,0
"66175","US Financial Diaries","Doctor Karen Dynan",2011,2013,2004,2007,2007,0
"66192","US Financial Diaries","Doctor Karen Dynan",2011,2013,2007,2009,2007,0
"66193","US Financial Diaries","Doctor Karen Dynan",2011,2013,2007,2009,2008,0
"66194","US Financial Diaries","Doctor Karen Dynan",2011,2013,2007,2009,2009,0
"66211","US Financial Diaries","Doctor Karen Dynan",2011,2013,2009,2013,2009,0
"66212","US Financial Diaries","Doctor Karen Dynan",2011,2013,2009,2013,2010,0
"66213","US Financial Diaries","Doctor Karen Dynan",2011,2013,2009,2013,2011,0
"66214","US Financial Diaries","Doctor Karen Dynan",2011,2013,2009,2013,2012,1
"66215","US Financial Diaries","Doctor Karen Dynan",2011,2013,2009,2013,2013,2
"66310","US National Economic Council","Kevin Maxwell Warsh",2013,2013,2006,2011,2006,0
"66311","US National Economic Council","Kevin Maxwell Warsh",2013,2013,2006,2011,2007,0
"66312","US National Economic Council","Kevin Maxwell Warsh",2013,2013,2006,2011,2008,0
"66313","US National Economic Council","Kevin Maxwell Warsh",2013,2013,2006,2011,2009,0
"66314","US National Economic Council","Kevin Maxwell Warsh",2013,2013,2006,2011,2010,0
"66315","US National Economic Council","Kevin Maxwell Warsh",2013,2013,2006,2011,2011,0
"66325","US Navy","Paul J Springman",1967,1971,2004,2005,2004,4
"66326","US Navy","Paul J Springman",1967,1971,2004,2005,2005,4
"66590","US Securities and Exchange Commission (SEC)","Professor, Dr Susan M Phillips",1976,1978,1991,1998,1997,2
"66591","US Securities and Exchange Commission (SEC)","Professor, Dr Susan M Phillips",1976,1978,1991,1998,1998,2
"66611","US Securities and Exchange Commission (SEC)","Doctor Susan Schmidt Bies",2007,2008,2001,2007,2001,0
"66612","US Securities and Exchange Commission (SEC)","Doctor Susan Schmidt Bies",2007,2008,2001,2007,2002,0
"66613","US Securities and Exchange Commission (SEC)","Doctor Susan Schmidt Bies",2007,2008,2001,2007,2003,0
"66614","US Securities and Exchange Commission (SEC)","Doctor Susan Schmidt Bies",2007,2008,2001,2007,2004,0
"66615","US Securities and Exchange Commission (SEC)","Doctor Susan Schmidt Bies",2007,2008,2001,2007,2005,0
"66616","US Securities and Exchange Commission (SEC)","Doctor Susan Schmidt Bies",2007,2008,2001,2007,2006,0
"66617","US Securities and Exchange Commission (SEC)","Doctor Susan Schmidt Bies",2007,2008,2001,2007,2007,0
"66624","US Senate","Roberta Cooper Ramo",2013,2013,1994,1997,1997,0
"66645","US Senate Committee on Banking, Housing, and Urban Affairs","Mark W Olson",2000,2001,2001,2006,2001,1
"66646","US Senate Committee on Banking, Housing, and Urban Affairs","Mark W Olson",2000,2001,2001,2006,2002,1
"66647","US Senate Committee on Banking, Housing, and Urban Affairs","Mark W Olson",2000,2001,2001,2006,2003,1
"66648","US Senate Committee on Banking, Housing, and Urban Affairs","Mark W Olson",2000,2001,2001,2006,2004,1
"66649","US Senate Committee on Banking, Housing, and Urban Affairs","Mark W Olson",2000,2001,2001,2006,2005,1
"66650","US Senate Committee on Banking, Housing, and Urban Affairs","Mark W Olson",2000,2001,2001,2006,2006,1
"66670","US State Government","Daniel (Dan) K Tarullo",1993,1998,2009,2013,2009,5
"66671","US State Government","Daniel (Dan) K Tarullo",1993,1998,2009,2013,2010,5
"66672","US State Government","Daniel (Dan) K Tarullo",1993,1998,2009,2013,2011,5
"66673","US State Government","Daniel (Dan) K Tarullo",1993,1998,2009,2013,2012,5
"66674","US State Government","Daniel (Dan) K Tarullo",1993,1998,2009,2013,2013,5
"66701","US Supreme Court","Doctor John Edward Sexton",1980,1981,2006,2006,2006,1
"66779","Valley Bank & Trust Co","Mary Ellen Domeier",1972,2013,1999,2003,1999,27
"66780","Valley Bank & Trust Co","Mary Ellen Domeier",1972,2013,1999,2003,2000,28
"66781","Valley Bank & Trust Co","Mary Ellen Domeier",1972,2013,1999,2003,2001,29
"66782","Valley Bank & Trust Co","Mary Ellen Domeier",1972,2013,1999,2003,2002,30
"66783","Valley Bank & Trust Co","Mary Ellen Domeier",1972,2013,1999,2003,2003,31
"66862","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,1997,0
"66863","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,1998,0
"66864","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,1999,0
"66865","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2000,0
"66866","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2001,0
"66867","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2002,0
"66868","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2003,0
"66869","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2004,0
"66870","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2005,0
"66871","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2006,0
"66872","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2007,0
"66873","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2008,0
"66874","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2009,0
"66875","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2010,0
"66876","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2011,0
"66877","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2012,0
"66878","VIAD CORP","Doctor Albert M Teplin",2013,2013,1989,2013,2013,0
"66895","VIAD CORP","Doctor Albert M Teplin",2013,2013,2013,2013,2013,0
"66958","Virginia Bankers Association","Elizabeth (Betsy) A Duke",1999,2000,2008,2013,2008,1
"66959","Virginia Bankers Association","Elizabeth (Betsy) A Duke",1999,2000,2008,2013,2009,1
"66960","Virginia Bankers Association","Elizabeth (Betsy) A Duke",1999,2000,2008,2013,2010,1
"66961","Virginia Bankers Association","Elizabeth (Betsy) A Duke",1999,2000,2008,2013,2011,1
"66962","Virginia Bankers Association","Elizabeth (Betsy) A Duke",1999,2000,2008,2013,2012,1
"66963","Virginia Bankers Association","Elizabeth (Betsy) A Duke",1999,2000,2008,2013,2013,1
"66980","Virginia Bar Association (VBA)","Margaret (Lyn) E McDermid",2013,2013,2013,2013,2013,0
"67009","Virginia Council on Economic Education (VCEE)","Elizabeth (Betsy) A Duke",2005,2006,2008,2013,2008,1
"67010","Virginia Council on Economic Education (VCEE)","Elizabeth (Betsy) A Duke",2005,2006,2008,2013,2009,1
"67011","Virginia Council on Economic Education (VCEE)","Elizabeth (Betsy) A Duke",2005,2006,2008,2013,2010,1
"67012","Virginia Council on Economic Education (VCEE)","Elizabeth (Betsy) A Duke",2005,2006,2008,2013,2011,1
"67013","Virginia Council on Economic Education (VCEE)","Elizabeth (Betsy) A Duke",2005,2006,2008,2013,2012,1
"67014","Virginia Council on Economic Education (VCEE)","Elizabeth (Betsy) A Duke",2005,2006,2008,2013,2013,1
"67083","Virginia Polytechnic Institute and State University (Virginia Tech)","Doctor Clyde H Farnsworth Jr",1967,1969,1981,1999,1997,2
"67084","Virginia Polytechnic Institute and State University (Virginia Tech)","Doctor Clyde H Farnsworth Jr",1967,1969,1981,1999,1998,2
"67085","Virginia Polytechnic Institute and State University (Virginia Tech)","Doctor Clyde H Farnsworth Jr",1967,1969,1981,1999,1999,2
"67287","Visiphor Corp (Imagis Technologies Inc prior to 07/2005) (Ceased Trading 03/2009)","Doctor Clyde H Farnsworth Jr",2013,2009,1981,1999,1997,0
"67288","Visiphor Corp (Imagis Technologies Inc prior to 07/2005) (Ceased Trading 03/2009)","Doctor Clyde H Farnsworth Jr",2013,2009,1981,1999,1998,0
"67289","Visiphor Corp (Imagis Technologies Inc prior to 07/2005) (Ceased Trading 03/2009)","Doctor Clyde H Farnsworth Jr",2013,2009,1981,1999,1999,0
"67410","W2B Technologies Inc","D R Grimes",2013,2013,2001,2001,2001,0
"67434","Wachovia Bank Inc","Elizabeth (Betsy) A Duke",2013,2013,2008,2013,2008,0
"67435","Wachovia Bank Inc","Elizabeth (Betsy) A Duke",2013,2013,2008,2013,2009,0
"67436","Wachovia Bank Inc","Elizabeth (Betsy) A Duke",2013,2013,2008,2013,2010,0
"67437","Wachovia Bank Inc","Elizabeth (Betsy) A Duke",2013,2013,2008,2013,2011,0
"67438","Wachovia Bank Inc","Elizabeth (Betsy) A Duke",2013,2013,2008,2013,2012,0
"67439","Wachovia Bank Inc","Elizabeth (Betsy) A Duke",2013,2013,2008,2013,2013,0
"67448","WACHOVIA CORP (De-listed 12/2008)","G Kennedy Thompson",2001,2003,2005,2007,2005,2
"67449","WACHOVIA CORP (De-listed 12/2008)","G Kennedy Thompson",2001,2003,2005,2007,2006,2
"67450","WACHOVIA CORP (De-listed 12/2008)","G Kennedy Thompson",2001,2003,2005,2007,2007,2
"67465","WACHOVIA CORP (De-listed 12/2008)","G Kennedy Thompson",2003,2008,2005,2007,2005,2
"67466","WACHOVIA CORP (De-listed 12/2008)","G Kennedy Thompson",2003,2008,2005,2007,2006,3
"67467","WACHOVIA CORP (De-listed 12/2008)","G Kennedy Thompson",2003,2008,2005,2007,2007,4
"67482","WACHOVIA CORP (De-listed 12/2008)","G Kennedy Thompson",2008,2008,2005,2007,2005,0
"67483","WACHOVIA CORP (De-listed 12/2008)","G Kennedy Thompson",2008,2008,2005,2007,2006,0
"67484","WACHOVIA CORP (De-listed 12/2008)","G Kennedy Thompson",2008,2008,2005,2007,2007,0
"67516","Wachovia","G Kennedy Thompson",2002,2008,2005,2007,2005,3
"67517","Wachovia","G Kennedy Thompson",2002,2008,2005,2007,2006,4
"67518","Wachovia","G Kennedy Thompson",2002,2008,2005,2007,2007,5
"67533","Wake Forest University","G Kennedy Thompson",1974,1975,2005,2007,2005,1
"67534","Wake Forest University","G Kennedy Thompson",1974,1975,2005,2007,2006,1
"67535","Wake Forest University","G Kennedy Thompson",1974,1975,2005,2007,2007,1
"67550","Wake Forest University","G Kennedy Thompson",2000,2001,2005,2007,2005,1
"67551","Wake Forest University","G Kennedy Thompson",2000,2001,2005,2007,2006,1
"67552","Wake Forest University","G Kennedy Thompson",2000,2001,2005,2007,2007,1
"67576","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,1997,1999,1997,0
"67577","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,1997,1999,1998,0
"67578","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,1997,1999,1999,0
"67595","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,1999,2001,1999,0
"67596","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,1999,2001,2000,0
"67597","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,1999,2001,2001,0
"67614","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,2001,2006,2001,0
"67615","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,2001,2006,2002,0
"67616","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,2001,2006,2003,0
"67617","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,2001,2006,2004,0
"67618","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,2001,2006,2005,0
"67619","Wall Street Journal CEO Council","Doctor Roger Walton Ferguson Jr",2012,2013,2001,2006,2006,0
"67637","WALT DISNEY (HLDG) CO","Larry Allan Klane",1993,1994,2007,2008,2007,1
"67638","WALT DISNEY (HLDG) CO","Larry Allan Klane",1993,1994,2007,2008,2008,1
"67678","WASHINGTON POST CO","Professor, Dr Alice Mitchell Rivlin",2002,2006,1996,1999,1997,0
"67679","WASHINGTON POST CO","Professor, Dr Alice Mitchell Rivlin",2002,2006,1996,1999,1998,0
"67680","WASHINGTON POST CO","Professor, Dr Alice Mitchell Rivlin",2002,2006,1996,1999,1999,0
"67712","Washington University, St Louis","Doctor Laurence H Meyer",1969,1996,1996,2002,1997,27
